PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Name	Symbol	Alternate Names	Alternate Symbols	Is VIP	Has Variant Annotation	Cross-references	Has CPIC Dosing Guideline	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
PA162377822	399947	HGNC:33788	ENSG00000185742	chromosome 11 open reading frame 87	C11orf87	neuronal integral membrane protein 1	LOC399947, LOH11CR1A, NEURIM1	Yes	No	Ensembl:ENSG00000185742, GeneCard:C11orf87, HGNC:HGNC:33788, ModBase:Q6NUJ2, NCBI Gene:399947, RefSeq DNA:NT_033899, RefSeq Protein:NP_997528, RefSeq RNA:NM_207645, UniProtKB:Q6NUJ2	No	chr11	109292570	109299893	109422120	109433003
PA164716759	100131378	HGNC:34444	ENSG00000205177	chromosome 11 open reading frame 91	C11orf91			Yes	No	Ensembl:ENSG00000205177, GeneCard:C11orf91, HGNC:HGNC:34444, NCBI Gene:100131378, RefSeq DNA:NT_009237, RefSeq Protein:NP_001160164, RefSeq Protein:XP_001717052, RefSeq Protein:XP_001717259, RefSeq Protein:XP_001717768, RefSeq RNA:NM_001166692, RefSeq RNA:XM_001717000, RefSeq RNA:XM_001717207, RefSeq RNA:XM_001717716, UniProtKB:Q3C1V1	No	chr11	33719654	33722286	33698108	33703026
PA165543281	387763	HGNC:38675	ENSG00000187479	chromosome 11 open reading frame 96	C11orf96		AG2	Yes	No	Ensembl:ENSG00000187479, GeneCard:C11orf96, HGNC:HGNC:38675, NCBI Gene:387763, RefSeq DNA:NT_009237, RefSeq Protein:NP_001138505, RefSeq RNA:NM_001145033, UniProtKB:Q7Z7L8	No	chr11	43964106	43965433	43942556	43943883
PA166180575	643037	HGNC:49544	ENSG00000257057	chromosome 11 open reading frame 97	C11orf97		LINC01171	Yes	No	Ensembl:ENSG00000257057, HGNC:HGNC:49544, NCBI Gene:643037	No		0	0	0	0
PA166123671	102288414	HGNC:51238	ENSG00000278615	chromosome 11 open reading frame 98	C11orf98		C11orf48	Yes	No	Ensembl:ENSG00000278615, HGNC:HGNC:51238, NCBI Gene:102288414	No					
PA143485372	374470	HGNC:24729	ENSG00000179088	chromosome 12 open reading frame 42	C12orf42		FLJ25323	Yes	No	Ensembl:ENSG00000179088, GeneCard:C12orf42, HGNC:HGNC:24729, NCBI Gene:374470, RefSeq DNA:NT_029419, RefSeq Protein:NP_001092806, RefSeq Protein:NP_940923, RefSeq RNA:NM_001099336, RefSeq RNA:NM_198521, UniProtKB:Q96LP6	No	chr12	103631369	103889788	103047669	103525258
PA143485373	64897	HGNC:25719	ENSG00000157895	chromosome 12 open reading frame 43	C12orf43		Custos, FLJ12448	Yes	No	Ensembl:ENSG00000157895, GeneCard:C12orf43, HGNC:HGNC:25719, HumanCyc Gene:HS14683, ModBase:Q96C57, NCBI Gene:64897, RefSeq DNA:NT_009775, RefSeq Protein:NP_075046, RefSeq RNA:NM_022895, UniProtKB:Q96C57	No	chr12	121440835	121454300	121002422	121016502
PA143485379	160419	HGNC:26665	ENSG00000165805	chromosome 12 open reading frame 50	C12orf50		FLJ35821	Yes	No	Ensembl:ENSG00000165805, GeneCard:C12orf50, HGNC:HGNC:26665, HumanCyc Gene:HS15367, ModBase:Q8NA57, NCBI Gene:160419, RefSeq DNA:NT_029419, RefSeq Protein:NP_689802, RefSeq RNA:NM_152589, UniProtKB:Q8NA57	No	chr12	88373816	88423176	87980039	88029399
PA143485383	121273	HGNC:28553	ENSG00000177627	chromosome 12 open reading frame 54	C12orf54		MGC35033	Yes	No	Ensembl:ENSG00000177627, GeneCard:C12orf54, HGNC:HGNC:28553, HumanCyc Gene:HS16889, NCBI Gene:121273, RefSeq DNA:NT_029419, RefSeq Protein:NP_689532, RefSeq RNA:NM_152319, UniProtKB:Q6X4T0	No	chr12	48876283	48890297	48413154	48496514
PA143485385	115749	HGNC:26967	ENSG00000185306	chromosome 12 open reading frame 56	C12orf56			Yes	No	Ensembl:ENSG00000185306, GeneCard:C12orf56, HGNC:HGNC:26967, NCBI Gene:115749, RefSeq DNA:NT_029419, RefSeq Protein:NP_001093146, RefSeq Protein:NP_001164104, RefSeq RNA:NM_001099676, RefSeq RNA:NM_001170633, UniProtKB:Q8IXR9	No	chr12	64660763	64784345	64264762	64390580
PA143485386	113246	HGNC:29521	ENSG00000111678	chromosome 12 open reading frame 57	C12orf57	gene rich cluster C10 gene	C10, GRCC10	Yes	No	Ensembl:ENSG00000111678, GeneCard:C12orf57, HGNC:HGNC:29521, HumanCyc Gene:HS12745, NCBI Gene:113246, RefSeq DNA:NT_009759, RefSeq Protein:NP_612434, RefSeq RNA:NM_138425, UniProtKB:Q99622	No	chr12	7052146	7055165	6943438	6946003
PA143485389	144608	HGNC:28726	ENSG00000182993	chromosome 12 open reading frame 60	C12orf60		MGC47869	Yes	No	Ensembl:ENSG00000182993, GeneCard:C12orf60, HGNC:HGNC:28726, ModBase:Q5U649, NCBI Gene:144608, RefSeq DNA:NT_009714, RefSeq Protein:NP_787070, RefSeq RNA:NM_175874, UniProtKB:Q5U649	No	chr12	14955997	14976792	14567991	14823858
PA162378036	728858	HGNC:34452	ENSG00000214700	chromosome 12 open reading frame 71	C12orf71		LOC728858	Yes	No	Ensembl:ENSG00000214700, GeneCard:C12orf71, HGNC:HGNC:34452, NCBI Gene:728858, RefSeq DNA:NT_009714, RefSeq Protein:NP_001073875, RefSeq RNA:NM_001080406, UniProtKB:C9JLR2	No	chr12	27233990	27235455	27081057	27084548
PA164716815	387882	HGNC:35164	ENSG00000235162	chromosome 12 open reading frame 75	C12orf75	adipogenesis down-regulated 3, overexpressed in colon carcinoma 1	AGD3, OCC-1, OCC1	Yes	No	Ensembl:ENSG00000235162, GeneCard:C12orf75, HGNC:HGNC:35164, NCBI Gene:387882, RefSeq DNA:NT_029419, RefSeq Protein:NP_001138671, RefSeq RNA:NM_001145199, UniProtKB:Q8TAD7	No	chr12	105724414	105765296	105330636	105371518
PA165512406	400073	HGNC:33790	ENSG00000174456	chromosome 12 open reading frame 76	C12orf76		FLJ40142	Yes	No	Ensembl:ENSG00000174456, GeneCard:C12orf76, HGNC:HGNC:33790, NCBI Gene:400073, RefSeq DNA:NT_009775, RefSeq Protein:NP_997318, RefSeq RNA:NM_207435, UniProtKB:Q8N812	No	chr12	110465401	110505500	110041177	110067695
PA166352346		HGNC:39276		chromosome 13 open reading frame 41	C13orf41			Yes	No	HGNC:HGNC:39276	No		0	0	0	0
PA166180577	647166	HGNC:42693	ENSG00000226792	chromosome 13 open reading frame 42	C13orf42		LINC00371	Yes	No	Ensembl:ENSG00000226792, HGNC:HGNC:42693, NCBI Gene:647166	No		0	0	0	0
PA166180578	100507747	HGNC:53786	ENSG00000283199	chromosome 13 open reading frame 46	C13orf46			Yes	No	Ensembl:ENSG00000283199, HGNC:HGNC:53786, NCBI Gene:100507747	No		0	0	0	0
PA166352352		HGNC:20216		chromosome 14 open reading frame 113	C14orf113		FLJ20034	Yes	No	HGNC:HGNC:20216	No		0	0	0	0
PA134974692	55017	HGNC:20270	ENSG00000179933	chromosome 14 open reading frame 119	C14orf119		FLJ20671	Yes	No	Ensembl:ENSG00000179933, GeneCard:C14orf119, HGNC:HGNC:20270, HumanCyc Gene:HS17386, NCBI Gene:55017, RefSeq DNA:NT_026437, RefSeq Protein:NP_060394, RefSeq RNA:NM_017924, UniProtKB:Q9NWQ9	No	chr14	23564683	23569665	23095474	23100456
PA134860941	56967	HGNC:20346	ENSG00000227051	chromosome 14 open reading frame 132	C14orf132		C14orf88	Yes	No	Comparative Toxicogenomics Database:56967, Ensembl:ENSG00000227051, GeneCard:C14orf132, HGNC:HGNC:20346, ModBase:Q9NPU4, NCBI Gene:56967, RefSeq DNA:NT_026437, RefSeq RNA:NR_023938	No	chr14	96505661	96560226	96039324	96093971
PA166352353		HGNC:20350		chromosome 14 open reading frame 136	C14orf136		C14orf136	Yes	No	HGNC:HGNC:20350	No		0	0	0	0
PA166352354		HGNC:20496		chromosome 14 open reading frame 157	C14orf157		FLJ12294	Yes	No	HGNC:HGNC:20496	No		0	0	0	0
PA166352348		HGNC:19435		chromosome 14 open reading frame 16	C14orf16			Yes	No	HGNC:HGNC:19435	No		0	0	0	0
PA145149665	283579	HGNC:26385	ENSG00000197734	chromosome 14 open reading frame 178	C14orf178		FLJ25976	Yes	No	Ensembl:ENSG00000197734, GeneCard:C14orf178, HGNC:HGNC:26385, NCBI Gene:283579, RefSeq DNA:NT_026437, RefSeq Protein:NP_001167449, RefSeq Protein:NP_777603, RefSeq RNA:NM_001173978, RefSeq RNA:NM_174943, UniProtKB:Q8N769	No	chr14	78227173	78236085	77760830	77769742
PA162378139	400258	HGNC:33795	ENSG00000184601	chromosome 14 open reading frame 180	C14orf180	nutritionally-regulated adipose and cardiac-enriched	C14orf77, NRAC	Yes	No	Ensembl:ENSG00000184601, GeneCard:C14orf180, HGNC:HGNC:33795, NCBI Gene:400258, RefSeq DNA:NT_026437, RefSeq Protein:NP_001008404, RefSeq RNA:NM_001008404, UniProtKB:Q8N912	No	chr14	105046056	105056184	104579684	104589847
PA166352355		HGNC:37224		chromosome 14 open reading frame 184	C14orf184		FLJ33842, PP8961	Yes	No	HGNC:HGNC:37224	No		0	0	0	0
PA134923136	122525	HGNC:19834	ENSG00000179476	chromosome 14 open reading frame 28	C14orf28	chromosome 14 open reading frame 28, dopamine receptor interacting protein 1	C14orf28, DRIP-1, DRIP1	Yes	No	Ensembl:ENSG00000179476, GeneCard:C14orf28, HGNC:HGNC:19834, HumanCyc Gene:HS17289, NCBI Gene:122525, RefSeq DNA:NT_026437, RefSeq Protein:NP_001017923, RefSeq RNA:NM_001017923, UniProtKB:Q4W4Y0	No	chr14	45366433	45376460	44897304	44907257
PA134950036	317761	HGNC:19849	ENSG00000179008	chromosome 14 open reading frame 39	C14orf39		SIX6OS1	Yes	No	Ensembl:ENSG00000179008, GeneCard:C14orf39, HGNC:HGNC:19849, HumanCyc Gene:HS17175, ModBase:Q8N1H7, NCBI Gene:317761, RefSeq DNA:NT_026437, RefSeq Protein:NP_777638, RefSeq RNA:NM_174978, UniProtKB:Q08AQ4	No	chr14	60902674	60952764	60435954	60499773
PA166352349		HGNC:19850		chromosome 14 open reading frame 40	C14orf40			Yes	No	HGNC:HGNC:19850	No		0	0	0	0
PA166352350		HGNC:20104		chromosome 14 open reading frame 57	C14orf57			Yes	No	HGNC:HGNC:20104	No		0	0	0	0
PA166352351		HGNC:20112		chromosome 14 open reading frame 65	C14orf65		C14orf136	Yes	No	HGNC:HGNC:20112	No		0	0	0	0
PA166352347		HGNC:19284		chromosome 14 open reading frame 7	C14orf7			Yes	No	HGNC:HGNC:19284	No		0	0	0	0
PA134982493	60686	HGNC:20162	ENSG00000100802	chromosome 14 open reading frame 93	C14orf93	regulator of thyroid function and cancer	FLJ12154, RTFC	Yes	No	Ensembl:ENSG00000100802, GeneCard:C14orf93, HGNC:HGNC:20162, HumanCyc Gene:HS12427, NCBI Gene:60686, RefSeq DNA:NT_026437, RefSeq Protein:NP_001124178, RefSeq Protein:NP_001124180, RefSeq Protein:NP_068763, RefSeq RNA:NM_001130706, RefSeq RNA:NM_001130708, RefSeq RNA:NM_021944, UniProtKB:Q9H972	No	chr14	23456110	23479375	22986901	23010201
PA166352356		HGNC:21692		chromosome 15 open reading frame 31	C15orf31		6H9A	Yes	No	HGNC:HGNC:21692	No		0	0	0	0
PA142672268	145858	HGNC:26549	ENSG00000183643	chromosome 15 open reading frame 32	C15orf32		FLJ32831	Yes	No	Ensembl:ENSG00000183643, GeneCard:C15orf32, HGNC:HGNC:26549, NCBI Gene:145858, RefSeq DNA:NT_010274, RefSeq Protein:NP_694585, RefSeq RNA:NM_153040, UniProtKB:Q32M92	No	chr15	93014907	93044347	92465762	92501117
PA142672275	56905	HGNC:24497	ENSG00000167173	chromosome 15 open reading frame 39	C15orf39		DKFZP434H132, FLJ46337	Yes	No	Ensembl:ENSG00000167173, GeneCard:C15orf39, HGNC:HGNC:24497, ModBase:Q6ZRI6, NCBI Gene:56905, RefSeq DNA:NT_010194, RefSeq Protein:NP_056307, RefSeq RNA:NM_015492, UniProtKB:Q6ZRI6	No	chr15	75491219	75504510	75201880	75212169
PA142672276	123207	HGNC:28443	ENSG00000169609	chromosome 15 open reading frame 40	C15orf40		MGC29937	Yes	No	Ensembl:ENSG00000169609, GeneCard:C15orf40, HGNC:HGNC:28443, HumanCyc Gene:HS15792, ModBase:Q8WUR7, NCBI Gene:123207, RefSeq DNA:NT_077661, RefSeq Protein:NP_001153585, RefSeq Protein:NP_001153586, RefSeq Protein:NP_001153587, RefSeq Protein:NP_001153588, RefSeq Protein:NP_653198, RefSeq RNA:NM_001160113, RefSeq RNA:NM_001160114, RefSeq RNA:NM_001160115, RefSeq RNA:NM_001160116, RefSeq RNA:NM_144597, RefSeq RNA:NR_027649, RefSeq RNA:NR_027650, UniProtKB:Q8WUR7	No	chr15	83657715	83681050	82988297	83012298
PA142672265	84419	HGNC:29898	ENSG00000166920	chromosome 15 open reading frame 48	C15orf48	MIR147B host gene, chromosome 15 open reading frame 48, cytochrome c oxidase subunit FA4 like 3, mitochondrial stress response antiviral, modulator of cytochrome C oxidase during inflammation, normal mucosa of esophagus specific 1	C15orf48, COXFA4L3, MIR147BHG, MISTRAV, MOCCI, NMES1	Yes	No	Comparative Toxicogenomics Database:84419, Ensembl:ENSG00000166920, GeneCard:C15orf48, HGNC:HGNC:29898, HumanCyc Gene:HS15502, NCBI Gene:84419, OMIM:608409, RefSeq DNA:NT_010194, RefSeq Protein:NP_115789, RefSeq Protein:NP_922946, RefSeq RNA:NM_032413, RefSeq RNA:NM_197955, UniProtKB:Q9C002	No	chr15	45722727	45725647	45430529	45433449
PA166352357		HGNC:30928		chromosome 15 open reading frame 49	C15orf49		X102	Yes	No	HGNC:HGNC:30928	No		0	0	0	0
PA162378188	400359	HGNC:33796		chromosome 15 open reading frame 53	C15orf53		FLJ35695	Yes	No	GeneCard:C15orf53, HGNC:HGNC:33796, NCBI Gene:400359, RefSeq DNA:NT_010194, RefSeq Protein:NP_997327, RefSeq RNA:NM_207444, UniProtKB:Q8NAA6	No	chr15	38988799	38992239	38696598	38700038
PA162378286	145853	HGNC:34453	ENSG00000189227	chromosome 15 open reading frame 61	C15orf61		LOC145853	Yes	No	Ensembl:ENSG00000189227, GeneCard:C15orf61, HGNC:HGNC:34453, NCBI Gene:145853, RefSeq DNA:NT_010194, RefSeq Protein:NP_001137408, RefSeq RNA:NM_001143936, UniProtKB:A6NNL5	No	chr15	67813522	67819641	67521184	67527303
PA162378296	643338	HGNC:34489	ENSG00000188277	chromosome 15 open reading frame 62	C15orf62		LOC643338	Yes	No	Ensembl:ENSG00000188277, GeneCard:C15orf62, HGNC:HGNC:34489, NCBI Gene:643338, RefSeq DNA:NT_010194, RefSeq Protein:NP_001123920, RefSeq RNA:NM_001130448, UniProtKB:A8K5M9	No	chr15	41062159	41064647	40769961	40772449
PA166352358		HGNC:14176		chromosome 16 open reading frame 43	C16orf43			Yes	No	HGNC:HGNC:14176	No		0	0	0	0
PA142672254	123775	HGNC:26525	ENSG00000166455	chromosome 16 open reading frame 46	C16orf46		FLJ32702	Yes	No	Comparative Toxicogenomics Database:123775, Ensembl:ENSG00000166455, GeneCard:C16orf46, HGNC:HGNC:26525, HumanCyc Gene:HS15450, ModBase:Q6P387, NCBI Gene:123775, RefSeq DNA:NT_010498, RefSeq Protein:NP_001094343, RefSeq Protein:NP_689550, RefSeq RNA:NM_001100873, RefSeq RNA:NM_152337, UniProtKB:Q6P387	No	chr16	81087102	81110872	81053497	81077267
PA142672261	283897	HGNC:26649	ENSG00000185905	chromosome 16 open reading frame 54	C16orf54	Surface Antigen In Leukemia	FLJ35681, SAIL	Yes	No	Ensembl:ENSG00000185905, GeneCard:C16orf54, HGNC:HGNC:26649, NCBI Gene:283897, RefSeq DNA:NT_010393, RefSeq Protein:NP_787096, RefSeq RNA:NM_175900, UniProtKB:Q6UWD8	No	chr16	29753784	29757340	29742463	29746019
PA145149623	404550	HGNC:23362	ENSG00000154102	chromosome 16 open reading frame 74	C16orf74	adipose-secreted regulator of appetite, calcimembrin, microprotein for thermogenesis 1	ASRA, CLMB, MGC17624, MICT1	Yes	No	Ensembl:ENSG00000154102, GeneCard:C16orf74, HGNC:HGNC:23362, NCBI Gene:404550, RefSeq DNA:NT_010498, RefSeq Protein:NP_996850, RefSeq RNA:NM_206967	No	chr16	85741123	85784689	85707517	85751083
PA147358456	123970	HGNC:28479	ENSG00000166152	chromosome 16 open reading frame 78	C16orf78		MGC33367	Yes	No	Ensembl:ENSG00000166152, GeneCard:C16orf78, HGNC:HGNC:28479, HumanCyc Gene:HS15409, ModBase:Q8WTQ4, NCBI Gene:123970, RefSeq DNA:NT_010498, RefSeq Protein:NP_653203, RefSeq RNA:NM_144602, UniProtKB:Q8WTQ4	No	chr16	49407808	49433321	49373808	49399431
PA164716846	162083	HGNC:30755	ENSG00000234186	chromosome 16 open reading frame 82	C16orf82		TNT	Yes	No	Ensembl:ENSG00000234186, GeneCard:C16orf82, HGNC:HGNC:30755, ModBase:Q7Z2V1, NCBI Gene:162083, RefSeq DNA:NT_010393, RefSeq Protein:NP_001139017, RefSeq RNA:NM_001145545, UniProtKB:Q7Z2V1	No	chr16	27078219	27080487	27066898	27069166
PA162378445	388284	HGNC:33755	ENSG00000159761	chromosome 16 open reading frame 86	C16orf86		FLJ41802	Yes	No	Ensembl:ENSG00000159761, GeneCard:C16orf86, HGNC:HGNC:33755, NCBI Gene:388284, RefSeq DNA:NT_010498, RefSeq Protein:NP_001013002, RefSeq RNA:NM_001012984, UniProtKB:B5MCW6	No	chr16	67700662	67702661	67666806	67670523
PA162378458	388272	HGNC:33754	ENSG00000155330	chromosome 16 open reading frame 87	C16orf87			Yes	No	Ensembl:ENSG00000155330, GeneCard:C16orf87, HGNC:HGNC:33754, NCBI Gene:388272, RefSeq DNA:NT_010498, RefSeq Protein:NP_001001436, RefSeq RNA:NM_001001436, UniProtKB:Q6PH81	No	chr16	46835959	46865074	46802047	46831162
PA162378486	146556	HGNC:28687	ENSG00000153446	chromosome 16 open reading frame 89	C16orf89		MGC45438	Yes	No	Ensembl:ENSG00000153446, GeneCard:C16orf89, HGNC:HGNC:28687, HumanCyc Gene:HS07907, NCBI Gene:146556, RefSeq DNA:NT_010393, RefSeq Protein:NP_001091984, RefSeq Protein:NP_689672, RefSeq RNA:NM_001098514, RefSeq RNA:NM_152459, UniProtKB:Q6UX73	No	chr16	5092925	5116146	5042772	5066145
PA162378507	646174	HGNC:34455	ENSG00000215131	chromosome 16 open reading frame 90	C16orf90		LOC646174	Yes	No	Ensembl:ENSG00000215131, GeneCard:C16orf90, HGNC:HGNC:34455, NCBI Gene:646174, RefSeq DNA:NT_010393, RefSeq Protein:NP_001073993, RefSeq RNA:NM_001080524, UniProtKB:C9JYV4	No	chr16	3543484	3545758	3493484	3495521
PA164716866	146378	HGNC:26346	ENSG00000167194	chromosome 16 open reading frame 92	C16orf92	Fertilization Influencing Membrane Protein	FIMP, FLJ25404	Yes	No	Ensembl:ENSG00000167194, GeneCard:C16orf92, HGNC:HGNC:26346, NCBI Gene:146378, RefSeq DNA:NT_010393, RefSeq Protein:NP_001103129, RefSeq Protein:NP_001103130, RefSeq RNA:NM_001109659, RefSeq RNA:NM_001109660, UniProtKB:Q96LL3	No	chr16	30034655	30036023	30023334	30024702
PA166049055	100506581	HGNC:40033	ENSG00000260456	chromosome 16 open reading frame 95	C16orf95			Yes	No	Ensembl:ENSG00000260456, HGNC:HGNC:40033, NCBI Gene:100506581	No	chr16	87336404	87351468	87302798	87317420
PA166049053	342346	HGNC:40031	ENSG00000205832	chromosome 16 open reading frame 96	C16orf96			Yes	No	Ensembl:ENSG00000205832, HGNC:HGNC:40031, NCBI Gene:342346	No	chr16	4606330	4650435	4538709	4600455
PA164716900	388327	HGNC:34494	ENSG00000256806	chromosome 17 open reading frame 100	C17orf100		LOC388327	Yes	No	Ensembl:ENSG00000256806, GeneCard:C17orf100, HGNC:HGNC:34494, NCBI Gene:388327, RefSeq DNA:NT_010718, RefSeq Protein:NP_001098990, RefSeq RNA:NM_001105520	No	chr17	6555059	6556617	6651739	6653298
PA165431617	100130311	HGNC:37238	ENSG00000205710	chromosome 17 open reading frame 107	C17orf107			Yes	No	Ensembl:ENSG00000205710, GeneCard:C17orf107, HGNC:HGNC:37238, NCBI Gene:100130311, RefSeq DNA:NT_010718, RefSeq Protein:NP_001139008, RefSeq RNA:NM_001145536, UniProtKB:Q6ZR85	No	chr17	4802948	4806227	4899653	4902932
PA166352359		HGNC:1202		chromosome 17 open reading frame 11	C17orf11			Yes	No	HGNC:HGNC:1202	No		0	0	0	0
PA166180579	110806298	HGNC:53437	ENSG00000267221	chromosome 17 open reading frame 113	C17orf113			Yes	No	Ensembl:ENSG00000267221, HGNC:HGNC:53437, NCBI Gene:110806298	No		0	0	0	0
PA166352361	119139905	HGNC:55343		chromosome 17 open reading frame 114	C17orf114			Yes	No	HGNC:HGNC:55343, NCBI Gene:119139905	No		0	0	0	0
PA142672233	146853	HGNC:29581	ENSG00000270806	chromosome 17 open reading frame 50	C17orf50			Yes	No	Ensembl:ENSG00000270806, GeneCard:C17orf50, HGNC:HGNC:29581, HumanCyc Gene:HS14534, ModBase:Q8WW18, NCBI Gene:146853, RefSeq DNA:NT_010799, RefSeq Protein:NP_660315, RefSeq RNA:NM_145272, UniProtKB:Q8WW18	No	chr17	34087890	34092098	35760897	35765079
PA142672241	284018	HGNC:27568	ENSG00000186665	chromosome 17 open reading frame 58	C17orf58			Yes	No	Ensembl:ENSG00000186665, GeneCard:C17orf58, HGNC:HGNC:27568, NCBI Gene:284018, RefSeq DNA:NT_010783, RefSeq Protein:NP_858041, RefSeq Protein:NP_858042, RefSeq RNA:NM_181655, RefSeq RNA:NM_181656, UniProtKB:Q2M2W7	No	chr17	65987217	65989765	67991099	67993649
PA142672250	339210	HGNC:27900	ENSG00000214226	chromosome 17 open reading frame 67	C17orf67			Yes	No	Ensembl:ENSG00000214226, GeneCard:C17orf67, HGNC:HGNC:27900, NCBI Gene:339210, RefSeq DNA:NT_010783, RefSeq Protein:NP_001078899, RefSeq Protein:XP_001719450, RefSeq RNA:NM_001085430, RefSeq RNA:XM_001719398, UniProtKB:Q0P5P2	No	chr17	54869274	54911256	56791913	56833990
PA142672223	64149	HGNC:30173	ENSG00000108666	chromosome 17 open reading frame 75	C17orf75	sensitization to ricin complex subunit 2	NJMU-R1, SRI2	Yes	No	Ensembl:ENSG00000108666, GeneCard:C17orf75, HGNC:HGNC:30173, HumanCyc Gene:HS12679, ModBase:Q9HAS0, NCBI Gene:64149, RefSeq DNA:NT_010799, RefSeq Protein:NP_071739, RefSeq RNA:NM_022344, UniProtKB:Q9HAS0	No	chr17	30655460	30677066	32328441	32350047
PA143485402	284099	HGNC:26831	ENSG00000278505	chromosome 17 open reading frame 78	C17orf78	famsin	FLJ39647	Yes	No	Ensembl:ENSG00000278505, GeneCard:C17orf78, HGNC:HGNC:26831, HumanCyc Gene:HS15537, NCBI Gene:284099, RefSeq DNA:NT_010783, RefSeq Protein:NP_775896, RefSeq RNA:NM_173625, UniProtKB:Q8N4C9	No	chr17	35732928	35749812	37375710	37392708
PA166352360		HGNC:26206		chromosome 17 open reading frame 84	C17orf84		FLJ22594	Yes	No	HGNC:HGNC:26206	No		0	0	0	0
PA162378601	100141515	HGNC:34490	ENSG00000187997	chromosome 17 open reading frame 99	C17orf99		GLPG464, IL-40, UNQ464	Yes	No	Ensembl:ENSG00000187997, GeneCard:C17orf99, HGNC:HGNC:34490, ModBase:Q6UX52, NCBI Gene:100141515, RefSeq DNA:NT_010783, RefSeq Protein:NP_001156547, RefSeq Protein:XP_002343586, RefSeq Protein:XP_002345122, RefSeq Protein:XP_002347853, RefSeq RNA:NM_001163075, RefSeq RNA:XM_002343545, RefSeq RNA:XM_002345081, RefSeq RNA:XM_002347812, UniProtKB:Q6UX52	No	chr17	76142434	76162364	78146035	78166283
PA134950013	147276	HGNC:26447	ENSG00000279020	chromosome 18 open reading frame 15	C18orf15		FLJ31338, HsT3231	Yes	No	Ensembl:ENSG00000279020, GeneCard:C18orf15, HGNC:HGNC:26447, NCBI Gene:147276, RefSeq DNA:NT_010859, RefSeq RNA:XR_040983, RefSeq RNA:XR_040984, RefSeq RNA:XR_040985	No	chr18				
PA134888949	83608	HGNC:28802	ENSG00000141428	chromosome 18 open reading frame 21	C18orf21	chromosome 18 open reading frame 21	C18orf21, HsT3108, PNAS-124, PNAS-131	Yes	Yes	Ensembl:ENSG00000141428, GeneCard:C18orf21, HGNC:HGNC:28802, HumanCyc Gene:HS13877, ModBase:Q32NC0, NCBI Gene:83608, RefSeq DNA:NT_010966, RefSeq Protein:NP_001188403, RefSeq Protein:NP_001188404, RefSeq Protein:NP_001188405, RefSeq Protein:NP_113634, RefSeq RNA:NM_001201474, RefSeq RNA:NM_001201475, RefSeq RNA:NM_001201476, RefSeq RNA:NM_031446, UniProtKB:Q32NC0, UniProtKB:Q8TBS0	No	chr18	33552588	33559250	35972625	35979287
PA162378602	497661	HGNC:31690	ENSG00000177576	chromosome 18 open reading frame 32	C18orf32		FLJ23458	Yes	No	Ensembl:ENSG00000177576, GeneCard:C18orf32, HGNC:HGNC:31690, NCBI Gene:497661, RefSeq DNA:NT_010966, RefSeq Protein:NP_001030177, RefSeq Protein:NP_001186275, RefSeq RNA:NM_001035005, RefSeq RNA:NM_001199346, UniProtKB:Q8TCD1	No	chr18	47007548	47013644	49481178	49487274
PA166352362		HGNC:29311		chromosome 18 open reading frame 41	C18orf41			Yes	No	HGNC:HGNC:29311	No		0	0	0	0
PA134942612	162681	HGNC:13796	ENSG00000166845	chromosome 18 open reading frame 54	C18orf54	lung adenoma susceptibility protein 2	LAS2, MGC33382	Yes	No	Ensembl:ENSG00000166845, GeneCard:C18orf54, HGNC:HGNC:13796, HumanCyc Gene:HS15496, NCBI Gene:162681, OMIM:613258, RefSeq DNA:NT_010966, RefSeq Protein:NP_775800, RefSeq RNA:NM_173529, UniProtKB:Q8IYD9	No	chr18	51884284	51908404	54357914	54382035
PA134956204	494514	HGNC:29553		chromosome 18 open reading frame 56	C18orf56			Yes	Yes	GeneCard:C18orf56, HGNC:HGNC:29553, ModBase:Q8TAI1, NCBI Gene:494514, RefSeq DNA:NT_010859, RefSeq Protein:NP_001012734, RefSeq RNA:NM_001012716, UniProtKB:Q8TAI1	No	chr18	649620	658340	649620	658340
PA166352363		HGNC:26362		chromosome 18 open reading frame 61	C18orf61			Yes	No	HGNC:HGNC:26362	No		0	0	0	0
PA166049057	644041	HGNC:40037	ENSG00000206043	chromosome 18 open reading frame 63	C18orf63		DKFZP781G0119	Yes	No	Ensembl:ENSG00000206043, HGNC:HGNC:40037, NCBI Gene:644041	No	chr18	71983110	72026422	74315875	74359187
